,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
160,Business Data Analyst (Mortgage Operations),"$44K-$85K
(Glassdoor Est.)","First Midwest, with assets over $20 billion, is the premier relationship-based banking franchise in the dynamic Chicagoland banking market. As one of the Chicago metropolitan area's largest independent bank holding companies, First Midwest provides the full range of commercial, retail banking, and wealth management services through some 120+ offices located in communities in metropolitan Chicago, Northwest Indiana, Central and Western Illinois, Eastern Iowa, and Southeast Wisconsin.POSITION SUMMARY:Working collaboratively with the management team, this position is responsible for creating and managing key periodic reports and ad hoc analyses in support of defined business objectives. This role will also champion the development and implementation of key initiatives within the line of business.REQUIRED EDUCATION, EXPERIENCE AND SKILLS:Bachelor’s degree preferred in some business discipline5 years banking or related experience preferredAdvanced analysis and reporting experience requiredIn-depth knowledge of industry operating rules preferredAbility to implement new procedures in response to, and in anticipation of, changes in the business environment desiredPossesses and applies comprehensive problem solving abilities for complex issuesHigh proficiency and analytical skills using Microsoft Office Suite of products required. Access Database and Excel graphing skills a plus.Experience with financial reports and Falcon risk analytics a plusClient focus and project management skills are required with an aptitude for creating operational efficiencies and positive client experiencesDemonstrated written and oral communication skillsStrong interpersonal skillsDUTIES/RESPONSIBILITIES:Work collaboratively with the leadership team on the identification, development and ongoing refinement of periodic reports.Proactively identify opportunities in support of defined business objectives by developing in-depth analyses.Support the line of business data collection and distribution needs by working collaboratively with internal and external partners as needed.Support the development and implementation of key initiatives within the line of business and maintain analytics related to impacts.Assists in monthly planning, loss analysis, forecasting and variance reporting.Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities.Please view Equal Employment Opportunity Posters provided by OFCCP here and Supplement here.",3.5,"First Midwest Bank
3.5","Gurnee, IL",-1,1001 to 5000 Employees,1940,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),-1
161,Big Data Engineer,-1,"NO AGENCIES**Big Data Lead Developer*Our growing organization is seeking a skilled professional to serve as an internal resource for our specialized focus in the field of Big Data/Hadoop Development. We provide Fortune 500 clients throughout the United States with IT consultants in a wide-ranging technical sphere.In order to fully maintain our incoming nationwide and international hires, we will be hiring a *Big Data Lead Developer* for our Atlanta, GA (US) headquarters to coach/mentor our incoming classes of consultants. If you have a strong passion for the various Big Data platforms and are looking to join a seasoned team of IT professionals, this could be an advantageous next step.This is a full-time internal position that *requires relocation* to Atlanta. No travel required after relocation. The Big Data/Hadoop SME will take on the following responsibilities:* Interviewing potential consultants to ensure all onboarding employees will be successful in Big Data domains prior to each onboarding* The design, development and maintenance of our best-in-class Big Data/Hadoop development training materials* Training, guiding and mentoring junior to mid-level developers* Preparing mock interview situations to enhance the esteemed learning process provided by the company* Acting as a primary resource for individuals working on a variety of projects throughout the US* Interacting with our Executive and Sales team to ensure that projects and employees are appropriately matched* Prepping consultants for interviews for specific assignments involving development and implementation of Hadoop and other environmentsThe ideal candidate will not only possess a solid knowledge of Big Data infrastructures, but must also have a fluency in the following areas (allowing for fluid interactions with other team members scattered across the entry to senior level spectrum):* Hadoop development and implementation* Strong in Object Oriented Development in Scala/Java platform* Hands on experience in big data technologies including Scala or Spark, Hadoop, Hive, HDFS.* Strong SQL skills and experience* Designing, building, installing, configuring and supporting Big Data Clusters Spark/Kafka* Translate complex functional and technical requirements into detail design Implementing ETL process for integration of data from disparate sources* Cloud Experience is a plusSkills Include:* 5+ Years of professional experience in the IT Industry* Bachelor’s Degree in the Computer Science field* Good knowledge in back-end programming, specifically Java/Scala* Good knowledge of database structures, theories, principles and practices* Analytical and problem-solving skills* Proven understanding with Hadoop, Spark, Kafka, Hive, and HBase* Good aptitude in multi-threading and concurrency concepts* Able to work in Atlanta, GeorgiaJob Type: Full-timePay: $90,000.00 - $100,000.00 per yearBenefits:* 401(k)* Dental insurance* Health insurance* Paid time offSchedule:* Monday to FridaySupplemental Pay:* Bonus payExperience:* Big Data: 7 years (Required)Work Remotely:* No",3.8,"Enhance IT
3.8","Charlotte, NC",-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
162,DOD Data Scientist/Engineer,"$91K-$147K
(Glassdoor Est.)","OverviewGuidehouse is a leading management consulting firm serving the public and commercial markets. We guide our clients forward towards new futures that build trust in society and your professional skills along the journey. Join us at Guidehouse.ResponsibilitiesIn the position of Data Scientist, the incumbent will support the Naval Air Systems Command (NAVAIR) in a once-in-a-generation digital transformation, driving change and devising how data can be integrated, controlled, distributed, and accessed by programs, business units and operators across the enterprise. Guidehouse is seeking an enthusiastic data scientist with the desire to harness data through the application of data science principles, tools, and methods and to share this knowledge as a mentor and coach for others. The individual will support the NAVAIR Digital Group in establishing practical and applied data science practices at NAVAIR, and in solving complex problems that have data driven solutions. This individual will additionally mentor and instruct employees during this process with the goal or sharing their knowledge and growing the data science skill base in Southern Maryland at Patuxent River.QualificationsSecurity Clearance:Must have an Active Secret Clearance or above.Responsibilities• Work with large, complex data sets. Solve difficult, non-routine analysis problems, applying advanced analytical methods as needed. Conduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.• Build and prototype analysis pipelines iteratively to provide insights at scale. Develop comprehensive understanding of data structures and metrics advocating for changes where needed for both products development and sales activity.• Interact cross-functionally with a wide variety of people and teams. Work closely with engineers to identify opportunities for, design, and assess product improvement.• Make business recommendations (e.g. cost-benefit, forecasting, experiment analysis) with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information.Required Skills2 years of relevant work experience in data analysis or related field. (e.g., as a statistician / data scientist / computational biologist / bioinformatician). Experience with statistical software (e.g., R, Python, Julia, MATLAB, pandas) and database languages (e.g., SQL). +Experience with data modelling and analyticsAble to clearly communicate (speaking and writing) technical concepts to a non-technical audience + Experience with data engineering and data security practicesExperience managing, unifying, and automating dataflows from disparate sourcesRequired ExperienceBachelors Degree. Heavy preference given to Computer Science, Mathematics, Statistics, Information Science, or a similar quantitative field or 7 years related work experience with Bachelors2 to 4 years of programming experience with the ability to write / maintain scripts in Python (or other scripting languages)Strong understanding of SQLWorking knowledge of data format conversionExcellent communication skills, both verbal and written.Ability to work both independently and as part of a team.Strong problem solving skills.Ability to maintain a DOD Secret clearance throughout employment is required.Desired experienceExperience working on agile programsExperience with agile tools such as JIRA and ConfluenceUnderstanding of cloud architecture + Experience working with NoSQL databases2 years of relevant work experience in data analysis or related field. (e.g., as a statistician / data scientist / computational biologist / bioinformatician).Experience with statistical software (e.g., R, Python, Julia, MATLAB, pandas) and database languages (e.g., SQL).Additional RequirementsThe successful candidate must not be subject to employment restrictions from a former employer (such as a non-compete) that would prevent the candidate from performing the job responsibilities as described.DisclaimerAbout GuidehouseGuidehouse is an Equal Employment Opportunity / Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, national origin, ancestry, citizenship status, military status, protected veteran status, religion, creed, physical or mental disability, medical condition, marital status, sex, sexual orientation, gender, gender identity or expression, age, genetic information, or any other basis protected by law, ordinance, or regulation.Guidehouse will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of applicable law or ordinance including the Fair Chance Ordinance of Los Angeles and San Francisco.If you have visited our website for information about employment opportunities, or to apply for a position, and you require an accommodation, please contact Guidehouse Recruiting at 1-571-633-1711 or via email at RecruitingAccommodation@guidehouse.com. All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodation.Guidehouse does not accept unsolicited resumes through or from search firms or staffing agencies. All unsolicited resumes will be considered the property of Guidehouse and Guidehouse will not be obligated to pay a placement fee.Rewards and BenefitsGuidehouse offers a comprehensive, total rewards package that includes competitive compensation and a flexible benefits package that reflects our commitment to creating a diverse and supportive workplace.Benefits include:Medical, Rx, Dental & Vision InsurancePersonal and Family Sick Time & Company Paid HolidaysParental Leave and Adoption Assistance401(k) Retirement PlanBasic Life & Supplemental LifeHealth Savings Account, Dental/Vision & Dependent Care Flexible Spending AccountsShort-Term & Long-Term DisabilityTuition Reimbursement, Personal Development & Learning OpportunitiesSkills Development & CertificationsEmployee Referral ProgramCorporate Sponsored Events & Community OutreachEmergency Back-Up Childcare Program",3.4,"Guidehouse
3.4","Patuxent River, MD",-1,5001 to 10000 Employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
163,Machine Learning Engineer - Recommendations Platform,"$138K-$224K
(Glassdoor Est.)","Company Description

null
Job Description

Who We Are:
Recos Platform team builds recommendations platforms such as candidate generation and feature generation engines for product teams. The unrivaled challenges that we face at Twitter are both the data scale and the real-time nature of the product. How do you find the most meaningful content among hundreds of millions of new tweets for hundreds of millions of users every day at Twitter? We build large scale personalized recommendation engines utilizing different kinds of signals such as social network, user activity, and geolocation. Most of our work is about recommendation systems, machine learning, graph algorithms, distributed systems, and social graph analysis.
What You'll Do:
Apply your engineering skills to either improve existing recommendation systems, unlock new directions or provide entirely new ML solutions in recommendation systems within Twitter. You will work closely with live production systems and product teams, and deliver ML solutions at scale within the Twitter tech stack.

Qualifications

Who you are:
A machine learning software engineer with a passion for working on exciting algorithmic and deep infrastructure issues in ML environments.
Thrive on working in concert with other smart people, including from distributed offices.
Communicate fluidly, at the level of your audience, and seek to understand and be understood.
Have the ability to take on complex problems, learn quickly, iterate, and persist towards a good solution.
Take pride in polishing and supporting our products.
Work hand-in-hand with modeling engineers and data scientists, and your passion is to enable them with better infrastructure.
Requirements:
BS, MS or PhD in Computer Science with 3-5 years experience or equivalent experience.
Fluent in one or more languages like Java, Scala, C++, Python
Experience with Hadoop, Pig or other MapReduce-based architectures
Knowledgeable of core CS concepts such as common data structures and algorithms
Comfortable conducting design and code reviews


Additional Information

We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, ethnicity, color, ancestry, national origin, religion, sex, sexual orientation, gender identity, age, disability, veteran, genetic information, marital status or any other legally protected status.
San Francisco applicants: Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.",4.0,"Twitter
4.0","San Francisco, CA",-1,1001 to 5000 Employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),-1
164,Point72 Data Scientist,"$119K-$147K
(Glassdoor Est.)","About Point72
Point72 Asset Management is a global firm led by Steven Cohen that invests in multiple asset classes and strategies worldwide. Resting on more than a quarter-century of investing experience, we seek to be the industry’s premier asset manager through delivering superior risk-adjusted returns, adhering to the highest ethical standards, and offering the greatest opportunities to the industry’s brightest talent. We’re inventing the future of finance by revolutionizing how we develop our people and how we use data to shape our thinking. For more information, visit www.Point72.com/working-here.
A Career with Point72's Market Intelligence Group
Market Intelligence is shaping Point72 for the future by combining the most innovative data sources, analysis, and investment tools with the Firm’s traditional strengths at deep fundamental analysis of how companies and industries operate. Market Intelligence finds, tests, analyzes, and models alternative data; conducts deep fundamental research; and helps our investment teams generate alpha-producing ideas using our data and research. We produce investment insights by using machine learning techniques, fundamental company analysis, macro and sell-side research, and quantitative methodologies.
Role
As a Data Scientist, you will support an idea generator testing investment theses using alternative data and building models to execute on the results of that research.
Responsibilities
Test research hypotheses and assumptions of researchers
Pull data from disparate sources
Design and validate models that transform data into actionable insights
Identify and deploy statistical, machine learning, and deep learning methods that strike the right balance between predictive power and robustness
Write efficient, modular, and dependable code, packages, libraries, and scripts
Iterate quickly to test the additive impact of new data and research findings on alpha generation
Document all work extensively
Stay abreast of new research
Desirable Candidates
Ph.D. (preferred) or M.S. in a technical field with an applied or experimental component
3+ years of experience in a relevant field researching real-world data problems (though not necessarily in finance)
Extensive experience developing algorithms and production-grade code
Strong programming skills in Python and SQL/NoSQL
Experience with cloud infrastructures
Strong written and verbal communication skills and a proven ability to collaborate with others",3.9,"Point72
3.9","New York, NY",-1,1001 to 5000 Employees,2014,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1
165,Data Scientist - AI/ML Specialist,"$75K-$131K
(Glassdoor Est.)","Our team Our team is looking for a Data Scientist with experience in Artificial Intelligence (AI) and Machine Learning (ML). The selected Data Scientist - AI/ML Specialist will support a U.S. Government customer who is applying new and innovative methods in computer vision and object detection in order to address some of our most pressing intelligence problems.

Maxar is looking for a Data Scientist with experience in Artificial Intelligence (AI) and Machine Learning (ML) to join our team in Northern VA. The selected Data Scientist - AI/ML Specialist will support a U.S. Government customer who is applying new and innovative methods in computer vision and object detection in order to address some of our most pressing intelligence problems.

Life with Us

Your Career: Were very serious about professional development and continuing education. We offer
everyone the opportunity to define their own career trajectory. Our group has some amazing resources at its
disposal specifically for this purpose. You will work with your direct supervisor and/or a mentor to set
appropriate goals and design a plan to help you make consistent progress.

Day-to-day with your colleagues:
Youll be supporting an R&D, rapid prototyping office whose mission is to apply new and cutting-edge tools and methods to intelligence problems. This office loves innovators, self-starters, and people passionate about our nations security.

These AI/ML applications and experiments are used to:
Extract meaningful insight.

Narrow search areas.

Tip/cue.

Find rare objects.

Predict vulnerabilities.

Encouraging further analytic exploration.

Reducing the friction of flawed workflows.

Youll collaborate with our geographically dispersed team primarily via Zoom & Slack.

Minimum Requirements:
Must be a US Citizen with a current/active TS/SCI security clearance with Polygraph.

Bachelors degree in a relevant field (physics, mathematics, computer science, operations research, etc.).

5 years of relevant experience with Data Science and Artificial Intelligence and Machine Learning.

Experience with Data Science Tools (eg R, Python, SAS, Matlab, TensorFlow).

Experience with applying Data Science techniques to overhead imagery - ie; computer vision, object detection.

Preferred Education and Experience:
Experience with NoSQL databases.

Ability to provide subject matter guidance.

Ability to manage personal project priorities and deliverables.

Ability to provide controls for technical rigor and quality of output.

#cjpost",3.5,"Maxar Technologies
3.5","McLean, VA",-1,5001 to 10000 Employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1
166,Data Scientist,"$88K-$111K
(Glassdoor Est.)","Description

SAIC is seeking a Data Scientist to help advance the mission of NGA’s Office of Special Programs performing duties including algorithm and tool design, creation, and maintenance, technology transition, algorithm verification and validation, and software test.
Design, test, and modify data processing algorithms using real and/or surrogate data
Design, test, and modify geospatial big-data processing algorithms and enable implementation in either Python or Java suitable for a cloud-based architecture using Spark, Elastic Search and/or Hadoop
Engage with users to understand needs an analytic strength/weakness of developed algorithms
Perform data analysis to identify algorithms technical limitations or defects, document findings and suggest solutions
Process/manipulate geospatial data and provide recommendations to provide additional utility beyond manual exploitation
Interact professionally with senior-level executives and other personnel prioritizing and accomplishing assigned tasks in a fast-paced environment with deadlines
Qualifications
MA/MS programing, computer science disciplines plus work experience (8+ years)
Must currently possess an active Top Secret/SCI Clearance and IC Polygraph
Working knowledge of Oracle, Java, C++, Linux, HTML, Python and/or parallel processing algorithm
Experience in GEOINT, SOM (NGA), data science, imagery science, GIS domains
Familiarity with systems integration, software test and V&V activities",3.8,"SAIC
3.8","Springfield, VA",-1,10000+ Employees,2013,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),-1
167,Data Scientist: Real World Science,"$93K-$151K
(Glassdoor Est.)","Title: Real World Science, Data Scientist
Location: Wilmington, DE or Gaithersburg, MD

At AstraZeneca we turn ideas into life changing medicines. Working here means being entrepreneurial, thinking big and working together to make the impossible a reality.
Were focused on the potential of science to address the unmet needs of patients around the world. We commit to those areas where we think we can really change the course of medicine and bring big new ideas to life.

Job Description

The Real World Science & Digital team is a growing group within AstraZenecas global Evidence function which is driving the scientific use of Real World Data to accelerate the way patients access innovative medicines. The Real World Science and Digital team comprises of a core quantitative group, Digital Platform leads and Data Strategy experts providing AstraZeneca with an enterprise hub for Real World Science. AstraZeneca has a rich history in Real World Evidence, having developed a coherent strategy to develop and internalize data assets the group is now amplifying those investments through a dedicated Real World Data Science capability. Real World Data Scientists who are successful in this role will work on challenging problems, using innovative approaches to accelerate the delivery of Real World Insights and Evidence for key internal and external stakeholders.

The ideal candidate for this role will bring a proven track record of delivering value through the leverage of routinely collected data from healthcare settings to provide health analytics and insights in a range of contexts including Public Health, Pharmaceutical Research and Development and Commercial/ Payer.

They will collaborate with colleagues in Epidemiology, Statistics and Payer, giving scientific and technical guidance on study design, RW data selection and best practice in RW data utilization.

In addition, they will assist in advancing and shaping AZs Real World Science data strategy through the due diligence on new data providers/vendors, informatics support for data acquisitions in a range of Therapeutic Areas.

The role will promote best practice in Real World Data Science across multiple domains, and/or stakeholder groups.

Typical Accountabilities
Collaborate with Payer and Epidemiology teams to maximise the value derived from large observational research data
Deliver analyses of data from EMR, claims and primary observational data required by TA RWE strategies
Support the development of IVS strategies and selection of optimised contact models for prioritised markets through analysis of RWD
Provide scientific guidance on the application of Real World Evidence and observational research data to address issues across the Oncology and Biopharmaceuticals business units
Provide technical input, options and directions to strategic decisions made by AZ observational study teams on study design, data partner selection and best practices in RWE data utilization
Support technical teams to provide access to analytical tools and develop visual analytics to enable self-serving applications for end customers
Provide clear technical input, options, and direction to strategic decisions on RWE platform and capability build
Provide support for strategic decisions on AZ Medical Evidence and Observational Research external collaborations in the US and other markets
Assist in building a capability that becomes a source of sustained competitive advantage for AZ in identifying, acquiring, integrating and mining diverse RW data from multiple geographic and healthcare system sources to support evidence generation and real-world studies
Evaluate and assess strengths and weaknesses of external RW data sources, and potential partners for advancing the data strategy for specific therapeutic areas
Maintain a strong insight into the capabilities of potential external partners in RWE, especially for US and emerging markets.
Education, Qualifications, Skills and Experience

Key Relationships to reach solutions

Internal (to AZ or team)
Payer Evidence & Planning
Epidemiologists
Observational Research teams
Oncology and Biopharmaceuticals Medical Affairs Leads
Product and portfolio strategy
Medical Evidence Planning
Key experts in Data science /Analytics environments at AZ, and external partner organizations.
External (to AZ)
AZ RWS existing, prospective or potential partner organizations,
Key academic collaborators and thought leaders
Essential Requirements
PhD or MS in data science or other advanced degree in life sciences with post doctoral or other training/work in Medical/Health Informatics or related field
Experience in real-world evidence and familiarity with health economics/epidemiology, and quantitative science such as health outcome modelling
Expertise in EMR/Health IT, disease registries, and insurance claims databases
Expertise in clinical data standards, medical terminologies and controlled vocabularies used in healthcare data and ontologies (ICD9/10/ReadCode)
Experience in supporting pharmacoepidemiology studies with proven track record of advancing approaches with data science
Experience in Statistical Analysis Plan (SAP) generation and execution for observational studies
Expertise in methods development and application using statistical languages such as R/Matlab/SAS/SQL/Hadoop/Python
Experience in advanced visualisation and visual analytics of routinely collected healthcare data
Desirable
Expertise in data mining approaches within healthcare settings generating insight from routinely collected healthcare data
A history of patient care or equivalent background of working at a patient care setting that allows the candidate to bring medical perspective into real-world evidence generation and observational studies
Demonstrated ability to build long-term relationships with stakeholders at senior levels, understand relevant scientific/business challenges at a deep level and translate into a programme of informatics activities to deliver defined value
Ability to lead & manage multi-disciplinary data science projects
Strong track record of delivering large, cross functional projects
Experience working in a global organization and delivering global solutions
Use of Machine Learning and Artificial Intelligence in the generation of hypotheses within Real World Data",4.0,"AstraZeneca
4.0","Wilmington, DE",-1,10000+ Employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
168,Principal Data Scientist,"$113K-$182K
(Glassdoor Est.)","Principal Data Scientist, Oncology
The Machine Learning and AI team in AstraZenecas Oncology Data Science group is where we develop and apply sophisticated algorithms and techniques to solve the hardest problems in oncology drug discovery and development. The team uses their scientific, quantitative, and problem-solving skills to work on a broad range of challenges across the whole oncology portfolio, working collaboratively with other scientists across a range of disciplines to scope, define, and deliver projects that both advance the state of the art in data science and accelerate the delivery of innovative medicines to patients.

NOTE: This position can be filled in either GAITHERSBURG MARYLAND OR WALTHAM, MASSACHUSETTS

As a Principal Data Scientist, you will play a key role on the front line in this rapidly growing team working to extract insight from complex biomedical data. You will develop your leadership skills and apply and develop your expertise in rigorous quantitative data science to provide solutions to a variety of data science problems, researching, recommending and delivering novel methodologies to solve the problems that matter to the oncology pipeline.

Examples of projects the team works on include developing machine learning models for digital biomarkers, patient risk stratification for clinical trials, new algorithms for survival analysis, approaches to quantitatively analyse wearable data, linking of medical imaging data with omics and longitudinal outcomes to identify and/or validate new drug targets, and much more!

Day-to-Day:
Developing novel data science and machine learning solutions where off-the-shelf methodologies do not fit.
Leading small (2-3 person) data science projects of defined scope.
Coaching/mentoring junior data scientists and others to drive the development of data science as an AZ capability.
What You'll Need:

Essential:
MSc degree in rigorous quantitative science (such as mathematics, computer science, engineering)
Extensive hands-on experience applying data science tools in practice.
Practical software development skills in standard data science tools (such as R or python)
Extensive knowledge of mathematical modelling and statistical modelling techniques and drive to continue to learn and develop these skills
Outstanding communication, business analysis and consultancy
Desirable:
PhD degree in rigorous quantitative science (such as mathematics, computer science, engineering).
Experience within the pharmaceutical industry.
In-depth experience of working in a global organization with complex/geographical context",4.0,"AstraZeneca
4.0","Gaithersburg, MD",-1,10000+ Employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
169,"Data Analyst, Shopper Operations","$42K-$73K
(Glassdoor Est.)","At Shipt, we are transforming the grocery shopping experience and giving time back to consumers. Our friendly shoppers handpick fresh groceries and household essentials, then deliver them to your door in as little as one hour.

Shipt is growing and we are searching for a Data Analyst to join our team! In this role you'll be responsible for finding relationships between shopper behavior, product development, and profitability.

What You'll Gain

You will get experience working with a cross-disciplinary team shipping real-world products to our customers around the nation. You will also receive hands-on mentorship from your friendly teammates on topics ranging from design to career advice

Your Responsibilities
Provide ongoing analysis for shopper focused teams and new initiatives
Build reports and analytical capability across different functional groups in an effort to optimize costs and quality of service
Assist in the operations planning and decisions by collecting, researching, and analyzing shopper data to achieve target KPIs
Solve operational problems and associated technical issues; modify existing tools, techniques or processes as you find opportunity
Find opportunities for operational improvements, communicate your findings to others, and develop practical implementation plans
Requirements
Bachelor's Degree in a quantitative field
1-3 years of high achievement in an analyst role or a similar role
Strong R/Python and SQL (we use Postgres, Snowflake) skills are required
Experience with Business Intelligence platforms and data visualization tools (Tableau) is a major plus
Nice to Haves
Problem solving ability; able to rapidly find opportunities for improvement, locate key levers to effect change, and formulate a practical implementation plan
Data driven decision mentality and sound business judgement through strong analytical thinking
Explicit experience with Tableau and Snowflake
Experience with creating statistical models
understanding of the ETL process and table building.
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",3.6,"Shipt
3.6","Birmingham, AL",-1,1001 to 5000 Employees,2014,Subsidiary or Business Segment,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,-1
170,Aviation Data Scientist & Machine Learning Engineer,"$106K-$182K
(Glassdoor Est.)","Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.

MITRE has an immediate opening for an Aviation Data Scientist with a specialization in machine learning to be part of a dynamic team of professionals working to improve the efficiency of traffic flow management operations in the United States National Airspace System (NAS). We are looking to expand our team with someone with demonstrated technical excellence involving analysis of aviation data and the application of machine learning techniques to solving complex problems.

MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.

MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.

Copyright © 1997-2020, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.",3.2,"MITRE
3.2","McLean, VA",-1,5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),-1
171,Data Scientist 3 (844),"$128K-$201K
(Glassdoor Est.)","Amyris has developed a high-throughput genetic engineering platform for designing and building custom microbes to serve as living factories. Using an industrial scale fermentation process, our microbes convert cheap sugars into a wide variety of high-value target molecules. Our end products directly impact millions of lives. We are pragmatic idealists seeking a profitable way to make the world a better place. We are convinced synthetic biology is here to stay and will have a major positive impact on our planet and everyday life.
Within Amyris R&D, we are searching for a highly energetic, curious, and self-motivated data scientist with a strong background in statistics, computing and biology to join our Data Science and Computing team. Research at Amyris is a highly multidisciplinary effort that needs brilliant contributions from life sciences and engineering disciplines in order to take projects from concept to market. From hacking directly on DNA in the lab to full scale factory production, every aspect of our work is facilitated and accelerated by quantitative science and software & hardware automation. The Data Science and Computing team works hand-in-hand with bench scientists and builds tools that enable genome engineering, protein engineering, metabolic modeling, omics experiment analysis, statistical design of experiments and machine learning models in pursuit of making better microbial strains or fermentation processes. In short, we help accelerate the design-build-test-analyze cycle in synthetic biology.
Key Responsibilities:
Iteratively develop computational algorithms, analyses, visualization tools and machine learning models to meet evolving scientific needs and to aid rapid data-driven decision making while working with a variety of data types including: genotype (NGS), phenotype (metabolomics, proteomics, GC/MS, spectroscopy, fermentation), material flow
Build version-controlled, computational workflows to analyze and model rich, high-throughput phenotype data
Interact closely with a cross-disciplinary teams of biology, analytical chemistry, and fermentation scientists to build data science products

Required Qualifications:
Degree in quantitative discipline such as computer science, mathematics, computational biology, electrical engineering, bioengineering or equivalent.
Ph.D. plus 1-3 years experience, or M.S. plus 3-6 years experience.
Experience in analyzing & visualizing large scientific datasets representing biological & chemical phenotypes
Intermediate (undergraduate level) understanding of biology topics including: genetics, cell physiology, biochemistry, evolution
Experience with programming best practices (unit testing, CI/CD, etc) and version control while contributing to or maintaining large codebases
Expertise with scripting programming languages (Python is preferred)
Hands-on experience with machine learning frameworks and concepts
Outstanding communication and interpersonal skills
Ability to thrive in a fast-paced and intellectually rigorous environment
Creativity, independent thinking, and passion
Preferred Qualifications:
Background in mass spectrometry informatics, high throughput sequencing, spectrophotometry, or industrial fermentation
Experience in a microbiology or synthetic biology setting
#LI-DJ1

Amyris, a leader in industrial synthetic biology, uses its innovative bioscience solutions to achieve renewable products by converting plant sugars into hydrocarbon molecules. Amyris’ molecules are used in wide range of specialty & performance chemicals, flavors & fragrances and in applications ranging from cosmetics to biofuels. Learn more at www.amyris.com.

Under the California Consumer Privacy Act of 2018 (“CCPA”), Amyris is required to inform California residents who are our job applicants (“Applicants”) about the personal information we collect about you when you apply to a job on this site.

As an Applicant, you have the right to know and understand the categories of personal information we collect about you, and the purposes for which the categories of personal information shall be used, pursuant to the CCPA.

By clicking the “APPLY FOR THIS JOB” button below and submitting your job application, you agree you have reviewed the complete Privacy Notice for Employees, Independent Contractors and Job Applicants.

If you have any questions regarding this information, please contact Amyris at privacy@amyris.com

As a VEVRAA Federal Contractor, Amyris is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, sex, color, religion, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law. Amyris complies with applicable state and local laws governing nondiscrimination in employment.

If you are a recruiter or placement agency, please do not submit resumes to any person or email address at Amyris, Inc. prior to having a signed agreement. Amyris is not liable for and will not pay placement fees for candidates submitted by any agency other than its approved recruitment partners. Furthermore, any resumes sent to us without an agreement in place will be considered your company’s gift to Amyris and may be forwarded to our recruiters for their attention.",3.3,"Amyris
3.3","Emeryville, CA",-1,201 to 500 Employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1
